???"TABLE_NAME","TABLE_COMMENT"
"UI_VIEWMENUMETADATA",""
"UI_VIEWPANELMETADATA",""
"UNIQUE_IDS",""
"UN_ASSIGNED_APPT_OBJECT","Details of PO or Shipment which is not associated with any appointment after planner run"
"UOM_CONV","Table to define the unit of measurement conversion rules. RF and fixed station functions use these records to determine their associated entry/display length of a field. Refer to system code S597"
"UPS_DDU_DATA","UPS DDU Info"
"UPS_EMT_UPLOAD_RPT"," UPS Upload info logged here"
"UPS_LANE_DATA","UPS Lane Info"
"URI_TYPE","Holds the resource_type information"
"USER_ACCESS","Not Used."
"USER_AUDIT_DETAIL_GTK",""
"USER_AUDIT_EVENT_GTK",""
"USER_NAVIGATION",""
"USER_PROFILE","This table is used to store user profile details"
"USER_PROFILE_XREF",""
"USER_RANGE_XREF",""
"USER_SECURITY_CONTEXT","Not Used."
"USER_SYS_PREF","Not Used."
"USER_TASK_GRP","This table is used to specify task groups that user is eligible"
"VAL_EXPECTED_RESULTS","repository of expected results"
"VAL_JOB_DTL","repository of job details"
"VAL_JOB_HDR","repository of job header"
"VAL_JOB_SEQ","repository of job details execution sequence"
"VAL_JOB_TAGS","repository of job tags"
"VAL_PARSED_SELECT_LIST","repository of selected columns in the sql's in jobs"
"VAL_RESULT_HIST","repository of job result history"
"VAL_RUNTIME_BINDS","repository to store run time binds provided for job sql"
"VAL_SQL","sql repository"
"VAL_SQL_BINDS","repository of static binds"
"VAL_SQL_TAGS","repository of sql tags"
"VAL_TAG","repository of tag descriptions"
"VAL_TAG_TYPE","repository of tag types descriptions"
"VAL_TAG_TYPE_XREF","repository of tag types"
"VAS_CARTON","Value added services (VAS) processing table"
"VAS_PATH_DTL","Value added services (VAS) configuration table"
"VAS_PATH_HDR","Value added services (VAS) configuration table"
"VAS_PKT","Value added services (VAS) processing table"
"VCP_COMPANY_PARAMETER",""
"VENDOR_ESC",""
"VENDOR_MASTER","Contains a list of all Business Partners of the type Vendor that are used by WM"
"VENDOR_MASTER_GSP",""
"VEND_PERF_CODE","Contains a list of Performance Codes to be used for tracking Vendor Performance"
"VEND_PERF_QUAL_RSLT","Vendor performance tracking"
"VEND_PERF_TRAN","Contains transactional records containing Vendor Performance data"
"VEND_QUAL_AUDIT_LVL","Contains the definitions for the different Inspection Groups that can be setup for Vendors"
"VERSION_INFO",""
"VOCOLLECT_ACTIVE_CARTON","Voice configuration/Processing"
"VOCOLLECT_PARM","Voice configuration/Processing"
"VOCOLLECT_USER_LOGIN","Voice configuration/Processing"
"VOCOLLECT_WORK_TYPE","Voice configuration/Processing"
"WAVE",""
"WAVE_DISPATCHER","It denotes the number of dispatcher involved during wave processing"
"WAVE_OPTION",""
"WAVE_OPTION_LIST",""
"WAVE_OPTION_LIST_USED","* Wave Option List Used"
"WAVE_PARM","The paramters used from wave_pick table for the wave processing."
"WAVE_PROC_TYPE","Wave configuration/Processing table"
"WAVE_QUEUE","Wave configuration/Processing table"
"WAVE_QUEUE_LOAD","Wave configuration/Processing table"
"WAVE_QUEUE_PKT","Wave configuration/Processing table"
"WAVE_QUEUE_WORK_ORD","Wave configuration/Processing table"
"WAVE_RULE_PARM","Table to store the wave parameters for a wave+rule"
"WAVE_STATS","Wave visibility and exception logging"
"WAVE_TASK_CRIT","Wave configuration/Processing table"
"WAVE_WORK_TYPE_STATS","Wave configuration/Processing table"
"WA_DETAIL",""
"WA_HEADER",""
"WHPREFS",""
"WHSE_ENGINE_CONFIG","Stores engine configuration by warehouse"
"WHSE_IMPORT_PREFS",""
"WHSE_LABOR_PARAMETERS","Stores the LM specific warehouse level parameters"
"WHSE_LOCN_MASK","Voice mask denotes the WM location components that will be passed to the Talkman terminal for each of the Vocollect location components PREAISLEDIRECTION, AISLE,POSTAISLEDIRECTION and SLOT."
"WHSE_MASTER",""
"WHSE_MASTER_DTL",""
"WHSE_PARAMETERS",""
"WHSE_PAY","Stores payroll and incentive configuration at warehouse level"
"WHSE_PAY_DATE","Stores pay frequency at warehouse level"
"WHSE_PROCESS",""
"WHSE_PROCESS_STAGE","Staging table for WHSE_PROCESS. This table would store incoming requests from DM-Mobile."
"WHSE_PROCESS_STAGE_PARM","Dynamic parameters passed into the slotting warehouse processes"
"WHSE_SAFE_PERIOD","Stores warehouse safety information"
"WHSE_SERVER",""
"WMARCH_C_GSP_NBR_TRKG",""
"WMSFE_MESSAGES",""
"WMSFE_MSG_LOG",""
"WMSFE_MSG_LOG_BAK",""
"WM_INVENTORY","Single source of warehouse inventory information. All Inhouse warehouse inventory irrespective of whether invetory is in location or in LPN is tracked in this table."
"WM_INVENTORY_BACK20230922",""
"WM_INVENTORY_BAK0509",""
"WM_INVENTORY_BAK0624",""
"WM_MHE_MSG_FORMAT_DTL","All the Rules are stored for a sortation event against common column and MA objects"
"WM_MHE_MSG_FORMAT_HDR","Events configured for facility will be stored in this table"
"WM_PURGE_DEPENDENCY","Table for knowing dependencies among the purge codes"
"WM_QUEUE_CLASS","Internal table"
"WM_RULE_TAB_COLUMNS",""
"WORKFLOW_COMPONENT","Custom attributes of the components of a workflow"
"WORKFLOW_COMPONENT_PERM","Stores the cross references from workflow components to permissions"
"WORKFLOW_MSG_ASSOCIATION","follow-up messages to certain system messages in the context of a workflow definition of a warehouse transaction"
"WORKFLOW_SCRIPT","To store the content/location of the  DSL(groovy) script."
"WORKFLOW_VALUE_ASSOCIATION","STORES  WORKFLOW VALUE ASSOCIATION DATA"
"WORK_AREA_MASTER",""
"WORK_GRP_PRXMTY","This table will be used by the client to define the relative distance between different Work Group (WG) / Work Area (WA) combinations.   During task assignment, the proximity of an eligible task is ta"
"WORK_ORD_CMNT","Work Order object representation table"
"WORK_ORD_DTL","Work Order object representation table"
"WORK_ORD_HDR","Work Order object representation table"
"WORK_ORD_VAS","Work Order object representation table"
"WORK_ORD_WORK_TYPE","Work Order object representation table"
"WSDL_BINDINGS",""
"WSDL_IMPORTS",""
"WSDL_MESSAGES",""
"WSDL_MSG_PARTS",""
"WSDL_PARTNERLINK_TYPE_ROLE",""
"WSDL_PARTNER_LINK_TYPE",""
"WSDL_PORT_TYPES",""
"WSDL_PT_OPERATIONS",""
"WSDL_PT_OPERATIONS_ARGS",""
"WSDL_TYPES",""
"WSDL_TYPES_SCHEMA_IMPTS",""
"WZ_IMPORT_LOTS",""
"WZ_TMP1",""
"WZ_TMP2",""
"WZ_TMP3",""
"WZ_TMP4",""
"WZ_TMP5",""
"WZ_TMP6",""
"WZ_TMP7",""
"WZ_TMP8",""
"WZ_USERLIST",""
"XBASE_MENU_ITEM",""
"XBASE_MENU_PART",""
"XBASE_MENU_PART_PERMISSION",""
"XBASE_MENU_SECTION",""
"XBASE_MENU_SECTION_PERMISSION",""
"XCUSTOM_ATTRIBUTE_METADATA","Contains metadata information about custom attribute tables"
"XFIELD_RESTRICTION",""
"XFILTER",""
"XFILTER_MIGR","This table will be used by the product for migration of Filter"
"XFILTER_PREF",""
"XLAYOUT",""
"XLAYOUT_COMPANY_GROUP",""
"XLAYOUT_COMPONENT","Contains Mapping between Layout Id and Component Id"
"XLAYOUT_ITEM",""
"XLAYOUT_PART","Contains sections for the layout components"
"XLAYOUT_SECTION","Contains sections for the layout components"
"XLAYOUT_USER",""
"XLAYOUT_USER_GROUP",""
"XMAUI_MIGRATION","This table contains migrated filter and layout xmls which will be applied post MAUI2 DB migration"
"XMENU_ITEM",""
"XMENU_ITEM_APP",""
"XMENU_ITEM_PARAMETER",""
"XMENU_ITEM_PERMISSION",""
"XML_TRANSLATOR_TYPE",""
"XPREFERENCES","Contains solution preferences"
"XQUICK_MENU",""
"XQUICK_MENU_ITEM",""
"XQUICK_MENU_PART",""
"XQUICK_MENU_SECTION",""
"XREF","The Item Cross Reference option allows the user to inquiry/maintain the Item Cross Reference table (XREF table).  This list matches up vendor SKU barcodes with PkMS SKU barcodes located in the Item Ma"
"XREMOTE_LOG_CONFIG","Table contains configuration information for remote login"
"XTHEME_RESOURCE","This table contains CSS files  as clob object in the Resource data column."
"XTILE",""
"XWORKSPACE",""
"YARD_AUDIT_DETAIL","YARD_AUDIT_DETAIL"
"YARD_AUDIT_TASK","YARD_AUDIT_TASK"
"YARD_RECURRING_TASK","YARD_RECURRING_TASK is used to store recurring details of a yard audit task"
"YARD_TASK_GRP_ELGBLTY","YMS TAS GRP ELGBLTY"
"YARD_TASK_PATH_DEFN","YMS TASK PATH DEFN"
"YARD_USER_PROFILE","YMS USER PROFILE"
"YARD_USER_TASK_GRP","This will define the eligible task group for the user defined in Yard_user_profile table"
"Z_ADD_LOCK_CODE",""
"Z_WMS_ORDER_TMP_LOCAL",""
"Z_WZ_ASN_REF",""
"Z_WZ_CAR",""
"Z_WZ_CAR_MILEAGE",""
"Z_WZ_CAR_MILEAGE_SUMMARY",""
"Z_WZ_CAR_SOURCE",""
"Z_WZ_DESTRUCTION",""
"Z_WZ_DICT",""
"Z_WZ_GS1NBR",""
"Z_WZ_INSIDE_AUD",""
"Z_WZ_ITEMGSP",""
"Z_WZ_ITEM_CONVER",""
"Z_WZ_LINE",""
"Z_WZ_LINE_ITEM_REF",""
"Z_WZ_LOCNTMP",""
"Z_WZ_LOCN_HDR",""
"Z_WZ_ORDER_HDR",""
"Z_WZ_PRINT_PSD",""
"Z_WZ_PRINT_PSD_BAK0707",""
"Z_WZ_PRINT_PSD_BAK0914",""
"Z_WZ_PRINT_PSD_MB",""
"Z_WZ_PUTAWAY_PRINT",""
"Z_WZ_SERVICE_COST",""
"Z_WZ_TMP_GRP_UPDATE",""
